PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_deck,Cabin_number,Cabin_side,Group,Group_size,Surname,Family_size,Solo,Expenditure,No_spending,Cabin_region1,Cabin_region2,Cabin_region3,Cabin_region4,Cabin_region5,Cabin_region6,Cabin_region7
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,1,F,11.0,S,53,1,Hickerson,4.0,1,1939.0,0,1,0,0,0,0,0,0
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1,A,1.0,S,56,3,Tractive,6.0,0,0.0,1,1,0,0,0,0,0,0
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,1,A,1.0,S,56,3,Tractive,6.0,0,0.0,1,1,0,0,0,0,0,0
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,1,A,1.0,S,56,3,Tractive,6.0,0,4547.0,0,1,0,0,0,0,0,0
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,0,G,7.0,S,58,1,Ayalazquez,3.0,1,0.0,1,1,0,0,0,0,0,0
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,0,F,12.0,S,61,1,Salez,4.0,1,2667.0,0,1,0,0,0,0,0,0
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,0,F,13.0,S,62,1,Greeves,6.0,1,634.0,0,1,0,0,0,0,0,0
0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,0,G,6.0,P,66,1,Pecketton,3.0,1,811.0,0,1,0,0,0,0,0,0
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,1,G,10.0,S,67,3,Leeves,6.0,0,0.0,1,1,0,0,0,0,0,0
0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,1,G,10.0,S,67,3,Leeves,6.0,0,705.0,0,1,0,0,0,0,0,0
0067_03,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,0,F,15.0,S,67,3,Leeves,6.0,0,2007.0,0,1,0,0,0,0,0,0
0068_01,Mars,False,E/4/S,TRAPPIST-1e,28.5,False,793.0,0.0,2.0,253.0,0.0,0,E,4.0,S,68,1,Binie,3.0,1,1048.0,0,1,0,0,0,0,0,0
0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,0,F,13.0,P,70,1,Brighttt,6.0,1,922.0,0,1,0,0,0,0,0,0
0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,0,F,14.0,P,71,1,Dillines,3.0,1,2233.0,0,1,0,0,0,0,0,0
0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,0,F,17.0,S,72,1,Brantuarez,7.0,1,1064.0,0,1,0,0,0,0,0,0
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,0,D,3.0,P,73,1,Make,8.0,1,879.0,0,1,0,0,0,0,0,0
0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,1,C,3.0,S,74,1,Mostedry,4.0,1,8904.0,0,1,0,0,0,0,0,0
0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,1,F,18.0,S,76,1,Dal,10.0,1,1165.0,0,1,0,0,0,0,0,0
0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,1,F,15.0,P,77,1,Blité,1.0,1,1309.0,0,1,0,0,0,0,0,0
0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,0,C,4.0,S,78,1,Pokerheed,2.0,1,15815.0,0,1,0,0,0,0,0,0
0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0,G,13.0,S,81,1,Vinozarks,9.0,1,0.0,1,1,0,0,0,0,0,0
0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,0,F,16.0,P,82,3,Datte,4.0,0,7406.0,0,1,0,0,0,0,0,0
0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1,F,16.0,P,82,3,Datte,4.0,0,0.0,1,1,0,0,0,0,0,0
0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,1,G,14.0,S,84,1,Coopezmaney,5.0,1,705.0,0,1,0,0,0,0,0,0
0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,1,C,5.0,S,85,1,Ellcefulve,2.0,1,0.0,1,1,0,0,0,0,0,0
0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,0,F,17.0,P,86,1,Kinson,5.0,1,1362.0,0,1,0,0,0,0,0,0
0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,1,E,5.0,S,88,1,Sacre,3.0,1,0.0,1,1,0,0,0,0,0,0
0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1,G,15.0,S,90,1,Santry,10.0,1,0.0,1,1,0,0,0,0,0,0
0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,1,G,16.0,S,91,2,Yorkland,11.0,0,0.0,1,1,0,0,0,0,0,0
0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,0,F,20.0,S,91,2,Yorkland,11.0,0,917.0,0,1,0,0,0,0,0,0
0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,0,G,9.0,P,92,3,Dunnisey,4.0,0,705.0,0,1,0,0,0,0,0,0
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,1,G,9.0,P,92,3,Hewson,7.0,0,0.0,1,1,0,0,0,0,0,0
0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,G,9.0,P,92,3,Hewson,7.0,0,0.0,1,1,0,0,0,0,0,0
0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,0,A,2.0,S,97,1,Fictful,4.0,1,1848.0,0,1,0,0,0,0,0,0
0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,0,G,11.0,P,98,2,Carezquez,5.0,0,893.0,0,1,0,0,0,0,0,0
0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,1,G,11.0,P,98,2,Carezquez,5.0,0,3855.0,0,1,0,0,0,0,0,0
0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,0,F,19.0,P,99,2,Leetersoney,3.0,0,1301.0,0,1,0,0,0,0,0,0
0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,0,F,23.0,S,102,1,Holson,4.0,1,921.0,0,1,0,0,0,0,0,0
0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,,0.0,0.0,17.0,1,F,24.0,S,103,3,Mclainez,6.0,0,17.0,0,1,0,0,0,0,0,0
0103_02,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,1,G,18.0,S,103,3,Mclainez,6.0,0,0.0,1,1,0,0,0,0,0,0
0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,0,G,18.0,S,103,3,Mclainez,6.0,0,0.0,1,1,0,0,0,0,0,0
0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,0,D,2.0,S,107,1,Hart,3.0,1,1765.0,0,1,0,0,0,0,0,0
0108_01,Earth,True,G/19/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0,G,19.0,S,108,3,Handertiz,8.0,0,0.0,1,1,0,0,0,0,0,0
0108_03,Earth,False,G/19/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,G,19.0,S,108,3,Handertiz,8.0,0,0.0,1,1,0,0,0,0,0,0
0110_03,Europa,False,B/5/P,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,1,B,5.0,P,110,4,Aloubtled,5.0,0,15940.0,0,1,0,0,0,0,0,0
0110_04,Europa,True,B/5/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,1,B,5.0,P,110,4,Aloubtled,5.0,0,0.0,1,1,0,0,0,0,0,0
0111_01,Europa,True,E/6/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1,E,6.0,S,111,1,Supred,5.0,1,0.0,1,1,0,0,0,0,0,0
0112_01,Europa,False,B/1/S,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,1,B,1.0,S,112,1,Cowtale,2.0,1,2654.0,0,1,0,0,0,0,0,0
0113_01,Earth,False,F/23/P,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,1,F,23.0,P,113,1,Carvis,5.0,1,804.0,0,1,0,0,0,0,0,0
0114_01,Earth,False,G/20/S,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,0,G,20.0,S,114,1,Beckerson,5.0,1,907.0,0,1,0,0,0,0,0,0
0116_01,Europa,False,D/4/P,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,1,D,4.0,P,116,1,Suptive,2.0,1,2640.0,0,1,0,0,0,0,0,0
0119_01,Europa,False,A/0/P,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,0,A,0.0,P,119,2,Coning,5.0,0,9307.0,0,1,0,0,0,0,0,0
0119_02,Europa,True,A/0/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1,A,0.0,P,119,2,Coning,5.0,0,0.0,1,1,0,0,0,0,0,0
0120_01,Mars,True,F/25/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,,1,F,25.0,P,120,1,Sacre,3.0,1,0.0,1,1,0,0,0,0,0,0
0122_01,Earth,False,G/21/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,0,G,21.0,S,122,1,Hayder,6.0,1,773.0,0,1,0,0,0,0,0,0
0123_01,Earth,False,F/27/P,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,0,F,27.0,P,123,1,Fielson,6.0,1,702.0,0,1,0,0,0,0,0,0
0126_01,Mars,True,F/27/S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,1,F,27.0,S,126,1,Mish,3.0,1,0.0,1,1,0,0,0,0,0,0
0127_01,Mars,False,E/7/S,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,0,E,7.0,S,127,1,Mesty,3.0,1,1022.0,0,1,0,0,0,0,0,0
0128_01,Mars,False,D/3/S,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,0,D,3.0,S,128,2,Fles,2.0,0,3014.0,0,1,0,0,0,0,0,0
0128_02,Mars,False,E/8/S,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,0,E,8.0,S,128,2,Fles,2.0,0,2109.0,0,1,0,0,0,0,0,0
0129_01,Earth,True,G/22/S,PSO J318.5-22,22.0,False,0.0,0.0,,0.0,0.0,1,G,22.0,S,129,1,Fowles,5.0,1,0.0,1,1,0,0,0,0,0,0
0133_01,Mars,True,F/29/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,1,F,29.0,S,133,2,Blie,3.0,0,0.0,1,1,0,0,0,0,0,0
0133_02,Mars,False,D/5/S,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,0,D,5.0,S,133,2,Blie,3.0,0,2738.0,0,1,0,0,0,0,0,0
0134_01,Earth,False,G/17/P,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,1,G,17.0,P,134,1,Harmontry,4.0,1,744.0,0,1,0,0,0,0,0,0
0138_01,Earth,True,G/18/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1,G,18.0,P,138,2,Gambs,4.0,0,0.0,1,1,0,0,0,0,0,0
0138_02,Earth,False,E/5/P,TRAPPIST-1e,34.0,False,0.0,22.0,0.0,564.0,207.0,0,E,5.0,P,138,2,Gambs,4.0,0,793.0,0,1,0,0,0,0,0,0
0139_01,Europa,True,C/6/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,1,C,6.0,S,139,1,Myling,9.0,1,0.0,1,1,0,0,0,0,0,0
0140_01,Earth,True,G/19/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,G,19.0,P,140,2,Mejiaddox,6.0,0,0.0,1,1,0,0,0,0,0,0
0140_02,Earth,False,F/29/P,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,0,F,29.0,P,140,2,Whitakers,4.0,0,902.0,0,1,0,0,0,0,0,0
0141_01,Mars,False,F/30/P,TRAPPIST-1e,31.0,False,,0.0,97.0,0.0,0.0,0,F,30.0,P,141,1,Harte,2.0,1,97.0,0,1,0,0,0,0,0,0
0144_01,Earth,False,F/31/S,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,1,F,31.0,S,144,1,Dayers,5.0,1,630.0,0,1,0,0,0,0,0,0
0146_01,Earth,False,G/25/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,0,G,25.0,S,146,1,Wolferguson,8.0,1,0.0,1,1,0,0,0,0,0,0
0147_01,Earth,True,G/26/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,1,G,26.0,S,147,1,Hubbarrison,9.0,1,0.0,1,1,0,0,0,0,0,0
0148_01,Mars,False,F/31/P,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,0,F,31.0,P,148,1,Pashe,1.0,1,1158.0,0,1,0,0,0,0,0,0
0149_01,Earth,True,G/27/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,1,G,27.0,S,149,1,Hubbarrison,9.0,1,0.0,1,1,0,0,0,0,0,0
0151_01,Earth,True,G/20/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,0,G,20.0,P,151,1,Simson,6.0,1,0.0,1,1,0,0,0,0,0,0
0152_01,Earth,False,F/32/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,607.0,0,F,32.0,P,152,1,Estron,5.0,1,607.0,0,1,0,0,0,0,0,0
0160_01,Earth,False,G/22/P,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,0,G,22.0,P,160,1,Atkinney,1.0,1,4180.0,0,1,0,0,0,0,0,0
0163_01,Europa,True,B/8/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,B,8.0,P,163,2,Hetforhaft,6.0,0,0.0,1,1,0,0,0,0,0,0
0163_02,Europa,True,B/8/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,B,8.0,P,163,2,Hetforhaft,6.0,0,0.0,1,1,0,0,0,0,0,0
0164_01,Earth,False,G/28/S,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,,135.0,1,G,28.0,S,164,2,Hutchinton,4.0,0,1873.0,0,1,0,0,0,0,0,0
0164_02,Earth,True,G/28/S,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,0,G,28.0,S,164,2,Hutchinton,4.0,0,0.0,1,1,0,0,0,0,0,0
0165_01,Mars,True,F/37/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1,F,37.0,P,165,1,Anche,2.0,1,0.0,1,1,0,0,0,0,0,0
0167_01,Mars,True,F/35/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1,F,35.0,S,167,2,Floaf,4.0,0,0.0,1,1,0,0,0,0,0,0
0167_02,Mars,False,F/35/S,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,0,F,35.0,S,167,2,Floaf,4.0,0,1572.0,0,1,0,0,0,0,0,0
0169_01,Earth,True,G/23/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0,G,23.0,P,169,1,Fisherry,2.0,1,0.0,1,1,0,0,0,0,0,0
0170_01,Earth,False,E/10/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,0,E,10.0,S,170,1,Mcmahoney,4.0,1,788.0,0,1,0,0,0,0,0,0
0171_01,Earth,True,G/30/S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,1,G,30.0,S,171,1,Gordanieves,7.0,1,0.0,1,1,0,0,0,0,0,0
